combo,ate3d_m,ate_h_m,ate_v_m,home_miss_m
C1,0.005624998526624672,0.004999998654312892,0.0006250000271816789,9.247668541189908e-11
C2,0.005624998526624672,0.004999998654312892,0.0006250000271816789,9.247668541189908e-11
C3,0.005013917360512145,0.004999998654312892,1.3918843212373016e-05,1.0643047364567738e-13
C4,4.967821335002595,4.96781542500578,1.3918843212373016e-05,0.21339784423368816
C5,4.967821335002595,4.96781542500578,1.3918843212373016e-05,0.21339784423368816
C6,4.993529107543932,4.9879042119437935,0.005625027294752859,1.009067635525324e-06
